,kingdom,phylum,class,order,family,genus,species,locality,stateProvince,lat,lng,elevation,day,month,year,taxonKey,ScientificName,VernacularNames
1840,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Campamento Laguna Capri,Santa Cruz,-49.30465,-72.92759,0.0,5.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1841,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"Sendero a Laguna Toro, 5 minutos antes de cruce a Loma del Pliegue Tumbado",Santa Cruz,-49.33049,-72.93482,0.0,13.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1842,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"A 5 km de El Chaltén, sobre la ruta",Santa Cruz,-49.30413,-72.90255,0.0,25.0,1.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1843,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Sendero Madre e Hija (área de Chaltén),Santa Cruz,-49.30612,-72.91208,0.0,1.0,12.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1844,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Cercanías Arroyo Las Monjas (a 18 km de Glaciar Moreno),Santa Cruz,-50.48504,-72.96247,0.0,13.0,12.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1845,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"Area del Camping Bahía Escondida, en el camino de acceso al Glaciar Moreno",Santa Cruz,-50.48523,-72.96107,0.0,23.0,11.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1846,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Seccional Lago Roca,Santa Cruz,-50.52755,-72.78465,0.0,11.0,2.0,1997.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1847,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,,Córdoba,-31.61849,-64.7994,0.0,5.0,10.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1848,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,,Córdoba,-31.68099,-64.73532,0.0,15.0,6.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1849,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,,Córdoba,-31.63591,-64.73593,0.0,20.0,6.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1850,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Camino a lagunas,Chaco,-26.799,-59.62055,77.0,16.0,7.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1851,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cortafuegos del Panza de Cabra</p>,Chaco,-26.88533,-59.62473,74.0,16.0,9.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1852,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Ao. Negrito. S23 42 40.9 W64 51 50.1.,Jujuy,-23.711,-64.864,0.0,17.0,10.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1853,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Cerca del basural seccional Horqueta,Santa Cruz,-47.74759,-68.18199,0.0,25.0,4.0,2004.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1854,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Zanjón del Tajamar,Santa Cruz,-47.67309,-68.05996,0.0,15.0,8.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1855,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Vega Ea. Cerro Horqueta,Santa Cruz,-47.75061,-68.16448,0.0,11.0,8.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1856,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"Vega Cerro Horqueta, a 800 m de Seccional Horquetas",Santa Cruz,-47.70789,-68.16449,0.0,25.0,6.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1857,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Laguna Grande</p>,Santa Cruz,-47.68323,-68.07032,50.0,6.0,9.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1858,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Seccional El Cuadro, a 200 M. de las viviendas en dirección al Cañadón Quemado</p>",Santa Cruz,-47.57968,-67.96718,245.0,22.0,7.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1859,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Cañadón Quemado, camino a la seccional Cerro Horqueta</p>",Santa Cruz,-47.70375,-68.15738,197.0,27.0,4.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1860,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Camino El Cuadro-Las Piedras,Santa Cruz,-47.539,-67.96781,0.0,23.0,6.0,2003.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1861,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Laguna Del Baldío</p>,Santa Cruz,-47.64438,-67.90031,80.0,25.0,4.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1862,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>RP n° 49 a 5 Km. del ingreso al yacimiento, 2 Km. antes del desvío hacia secc. El Cuadro</p>",Santa Cruz,-47.65954,-67.80966,95.0,21.0,4.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1863,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Seccional El Cuadro. atrás y a la izquierda del galpón. a 300 M. a la derecha del alambrado</p>,Santa Cruz,-47.57811,-67.9655,207.0,27.0,3.0,2009.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1864,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta Prov. 49 a 1 Km. del destacamento en dirección a la Ruta Prov. 3</p>,Santa Cruz,-47.68548,-67.95731,0.0,9.0,11.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1865,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Mallín camino a Secc. El Cuadro </p>,Santa Cruz,-47.58461,-67.95725,0.0,18.0,1.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1866,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Meseta de la antena repetidora</p>,Santa Cruz,-47.60227,-67.95106,0.0,28.0,1.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1867,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Antes de llegar a la antena reperidora, en el camino que une la Secc. El Cuadro con el Destacamento Bosques Petrificados</p>",Santa Cruz,-47.60539,-67.94868,0.0,28.0,1.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1868,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta Prov. 49 y empalme a Seccional El Cuadro</p>,Santa Cruz,-47.67114,-68.01136,0.0,5.0,2.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1869,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Frente al mallín de la Secc. El Cuadro</p>,Santa Cruz,-47.58182,-67.95125,0.0,17.0,2.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1870,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Seccional El Cuadro, alrrededor de las viviendas</p>",Santa Cruz,-47.58229,-67.96246,0.0,20.0,2.0,2008.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1871,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Secc. Bosques Petrificados, en un zanjón aledaño</p>",Santa Cruz,-47.65439,-68.0324,0.0,19.0,1.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1872,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Cuesta de los Molles</p>,Santa Cruz,-47.65867,-67.91294,0.0,3.0,10.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1873,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,<p>Ruta Provincial 49 a 1.300 M. aprox. del ingreso al Parque</p>,Santa Cruz,-47.68046,-67.03938,0.0,15.0,10.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1874,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"<p>Portada El Cuadro, El Baldío.</p>",Santa Cruz,-47.63672,-67.93816,0.0,22.0,11.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1875,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Meseta de Repetidora El Cuadro,Santa Cruz,-47.60999,-67.95125,0.0,1.0,11.0,2001.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1876,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Dentro de cuadrícula 133 diseñada para el seguimiento de carnívoros,Santa Cruz,-47.71928,-68.10757,0.0,9.0,5.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1877,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,,Santa Cruz,-47.67542,-68.08599,0.0,4.0,5.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1878,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,,Santa Cruz,-47.6757,-68.0849,0.0,4.0,5.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1879,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Ea El Cuadro,Santa Cruz,-47.604,-67.977,0.0,3.0,10.0,2006.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1880,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,"RP 49, 3 km al E de Secc. Bosque Petrificado, Aguada Gustavito",Santa Cruz,-47.68,-67.997,0.0,2.0,2.0,2007.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1881,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Vegas en Potrero de las Barrancas,Santa Cruz,-47.60015,-68.04985,0.0,26.0,3.0,2001.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1882,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Vegas de altura media en Potrero de las Barrancas,Santa Cruz,-47.60015,-68.04985,0.0,26.0,3.0,2001.0,2435099,Puma concolor,"Red tiger Puma Cougar León colorado Onza bermeja León de montaña León bayo Deer tiger Catamount Puma, mountain lion, cougar Mitzli Panther; florida panther (coryi) León americano Mountain lion Couguar"
1883,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Sobre el camino de acceso al Ejército. , Iguazú, Misiones, Argentina",Misiones,-25.72034,-54.55853,0.0,20.0,7.0,2009.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1884,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Area Cataratas - lomo de burro entre CIES y Sheraton,,-25.67908,-54.44855,185.0,15.0,4.0,2007.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1885,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Cruce Área Cataratas - 200m antes hacia Iguazu (no especifica viniendo de donde),,-25.69234,-54.47707,247.0,9.0,12.0,2005.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1886,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Área Cataratas - Antes del viejo acceso, hacia Iguazu, pasando control de acceso",,-25.68995,-54.45734,202.0,5.0,4.0,2006.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1887,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Camino de acceso al AC - 2do lomo de burro,,-25.68855,-54.46974,236.0,24.0,6.0,2006.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1888,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Ruta 101 - 200m pasando acceso al area cataratas,,-25.69266,-54.47689,247.0,5.0,6.0,2006.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1889,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Sendero Macuco,,-25.6605,-54.4578,183.0,21.0,3.0,2006.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1890,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"""Isla San Martín - sendero que vuelve de """"La Ventana""""""",,-25.6881,-54.44227,156.0,13.0,2.0,2006.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1891,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,Ruta 101,,-25.68961,-54.32099,253.0,2.0,1.0,2006.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1892,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,"<p>Área recreativa, sendero Pitranto Grande</p>",Chubut,-42.09565,-71.60954,200.0,17.0,12.0,2005.0,2434924,Leopardus guigna,Kodkod
1893,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,"Ruta Provincial 81, km 3",Neuquén / Río Negro,-41.35656,-71.51444,0.0,25.0,2.0,1998.0,2434924,Leopardus guigna,Kodkod
1894,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,"<p>Costa de Río Frias, a la altura de la Secc. Guardaparques</p>",Neuquén / Río Negro,-41.04262,-71.80008,800.0,24.0,9.0,1984.0,2434924,Leopardus guigna,Kodkod
1895,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>A 1 Km. del Lago Fonck sobre el camino</p>,Neuquén / Río Negro,-41.3474,-71.75248,800.0,22.0,1.0,1981.0,2434924,Leopardus guigna,Kodkod
1896,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,Puesto Gendarmería Lago Frías,Neuquén / Río Negro,-41.08162,-71.80874,0.0,9.0,9.0,1983.0,2434924,Leopardus guigna,Kodkod
1897,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,Margen derecha Arroyo Catarata,Neuquén / Río Negro,-40.62746,-71.49447,0.0,25.0,9.0,1998.0,2434924,Leopardus guigna,Kodkod
1898,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,"<p>Ruta Provincial 86, entre potrero 1 y Santa Maria</p>",Corrientes,-28.03615,-58.09979,73.0,30.0,7.0,2008.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1899,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,"<p>Camino del Potrero 1 (pto GPS: 28 00 33,3 S y 58 05 42,5 O)</p>",Corrientes,-28.00928,-58.09515,69.0,25.0,5.0,2009.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1900,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,<p>Potrero 6</p>,Corrientes,-27.99913,-58.01498,74.0,16.0,6.0,2006.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1901,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,<p>Ruta 86 y potrero 15</p>,Corrientes,-28.04515,-58.13038,69.0,15.0,8.0,2004.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1902,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,"<p>Ruta 86, Potrero 1</p>",Corrientes,-28.03335,-58.09669,72.0,15.0,11.0,2004.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1903,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,<p>Ruta 86 y Pot 14</p>,Corrientes,-28.04064,-58.12214,70.0,15.0,8.0,2004.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1904,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,"<p>Cercanias al ingreso Este del parque, pajonal del potrero 6, bordeando la ruta 86</p>",Corrientes,-28.0007,-58.00348,78.0,16.0,6.0,2006.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1905,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,<p>Camino del Potrero 6</p>,Corrientes,-27.9989,-58.01753,76.0,30.0,7.0,2008.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1906,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,<p>Potrero 8</p>,Corrientes,-27.96612,-58.00961,74.0,7.0,6.0,2009.0,2434947,Leopardus geoffroyi,Gato montés común Geoffroy's cat
1907,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional Queñi</p>,Neuquén,-40.14131,-71.71619,0.0,14.0,9.0,2008.0,2434924,Leopardus guigna,Kodkod
1908,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional Ñorquinco</p>,Neuquén,-39.1479,-71.24047,0.0,25.0,6.0,2007.0,2434924,Leopardus guigna,Kodkod
1909,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Leopardus guigna,<p>Seccional Ñorquinco</p>,Neuquén,-39.1479,-71.24047,0.0,25.0,6.0,2007.0,2434924,Leopardus guigna,Kodkod
1910,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"<p>500 mts del acc, venia hacia el from</p>",Misiones,-25.68708,-54.4813,248.0,5.0,10.0,2005.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1911,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Arroyo Yacuy Chico , Iguazú, Misiones, Argentina",Misiones,-25.68077,-54.16815,0.0,1.0,7.0,2009.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1912,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Camino costero, entre el Arroyo Central y el Arroyo Irene. , Iguazú, Misiones, Argentina",Misiones,-25.64714,-54.3953,0.0,4.0,7.0,2008.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1913,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Camino costero, entre el Arroyo Central y el Arroyo Irene. , Iguazú, Misiones, Argentina",Misiones,-25.64973,-54.39757,0.0,4.0,7.0,2008.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1914,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Camino costero, entre el Arroyo Central y el Arroyo Irene. , Iguazú, Misiones, Argentina",Misiones,-25.65079,-54.39839,0.0,4.0,7.0,2008.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1915,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Camino costero, entre el Arroyo Central y el Arroyo Irene. , Iguazú, Misiones, Argentina",Misiones,-25.6513,-54.39918,0.0,4.0,7.0,2008.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1916,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Camino costero, entre el Arroyo Central y el Arroyo Irene. , Iguazú, Misiones, Argentina",Misiones,-25.65337,-54.40503,0.0,4.0,7.0,2008.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
1917,Animalia,Chordata,Mammalia,Carnivora,Felidae,Panthera,Panthera onca,"Camino costero, entre el Arroyo Central y el Arroyo Irene. , Iguazú, Misiones, Argentina",Misiones,-25.65448,-54.40996,0.0,4.0,7.0,2008.0,5219426,Panthera onca,Tigre Otorongo Yaguar Jaguar Yaguareté Tigre mariposo Tigre americano Tigre real
